name,light_years_from_earth,planet_mass,stellar_magnitude,discovery_date,hyperlink,planet_type,temp_planet_date,temp_planet_mass,planet_radius,orbital_radius,orbital_period,eccentricity,pl_hostname,pl_letter,pl_name,pl_discmethod,pl_controvflag,pl_pnum,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_ttvflag,pl_kepflag,pl_k2flag,pl_nnotes,ra_str,ra,dec_str,dec,st_dist,st_disterr1,st_disterr2,st_distlim,gaia_dist,gaia_disterr1,gaia_disterr2,gaia_distlim,st_optmag,st_optmagerr,st_optmaglim,st_optband,gaia_gmag,gaia_gmagerr,gaia_gmaglim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_mass,st_masserr1,st_masserr2,st_masslim,st_rad,st_raderr1,st_raderr2,st_radlim,rowupdate,pl_facility
Kepler-199 b,1726,9.85 Earths,13.597,2014,https://exoplanets.nasa.gov/exoplanet-catalog/1149/kepler-199-b/,Neptune-like,2014,9.85 Earths,0.277 x Jupiter,0.158 AU,23.6 days,0,Kepler-198,b,kepler-198 b,Transit,0,3,17.790037,0.000035,-0.000035,0,0.131,,,0,,,,,,,,,,,,,,0.252,0.037,-0.037,0,,,,,0,1,0,1,19h22m41.55s,290.67313,+38d41m27.6s,38.691011,502.52,4.34,-4.34,0,502.52,4.34,-4.34,0,13.597,,0,Kepler-band,13.566,,0,5574,100,-100,0,,,,,0.94,0.14,-0.14,0,5/14/2014,Kepler
Kepler-199 c,1726,10.6 Earths,13.597,2014,https://exoplanets.nasa.gov/exoplanet-catalog/1150/kepler-199-c/,Neptune-like,2014,10.6 Earths,0.29 x Jupiter,0.316 AU,67.1 days,0,Kepler-198,c,kepler-198 c,Transit,0,3,49.567416,0.00022,-0.00022,0,0.259,,,0,,,,,,,,,,,,,,0.22,0.033,-0.033,0,,,,,0,1,0,1,19h22m41.55s,290.67313,+38d41m27.6s,38.691011,502.52,4.34,-4.34,0,502.52,4.34,-4.34,0,13.597,,0,Kepler-band,13.566,,0,5574,100,-100,0,,,,,0.94,0.14,-0.14,0,5/14/2014,Kepler
Kepler-19 b,717,8.4 Earths,11.876,2011,https://exoplanets.nasa.gov/exoplanet-catalog/1593/kepler-19-b/,Super Earth,2011,8.4 Earths,2.209 x Earth,Unknown,9.3 days,0.12,Kepler-198,d,kepler-198 d,Transit,0,3,1.31184443,0.00000133,-0.00000133,0,,,,,,,,,,,,,,,,,,0.136,0.008,-0.006,0,,,,,0,1,0,1,19h22m41.55s,290.67313,+38d41m27.6s,38.691011,502.52,4.34,-4.34,0,502.52,4.34,-4.34,0,13.597,,0,Kepler-band,13.566,,0,5574,100,-100,0,,,,,0.94,0.14,-0.14,0,5/10/2016,Kepler
Kepler-19 c,717,13.1 Earths,11.876,2011,https://exoplanets.nasa.gov/exoplanet-catalog/634/kepler-19-c/,Neptune-like,2011,13.1 Earths,0.328 x Jupiter,Unknown,28.7 days,0.21,Kepler-199,b,kepler-199 b,Transit,0,2,23.637604,0.00005,-0.00005,0,0.158,,,0,,,,,,,,,,,,,,0.277,0.05,-0.05,0,,,,,1,1,0,1,19h42m14.26s,295.559419,+40d14m10.6s,40.236271,528.99,4.32,-4.32,0,528.99,4.32,-4.32,0,13.595,,0,Kepler-band,13.597,,0,5644,117,-117,0,,,,,0.97,0.17,-0.17,0,5/14/2014,Kepler
Kepler-19 d,717,22.5 Earths,11.876,2017,https://exoplanets.nasa.gov/exoplanet-catalog/3483/kepler-19-d/,Neptune-like,2017,22.5 Earths,0.451 x Jupiter,Unknown,63 days,0.05,Kepler-199,c,kepler-199 c,Transit,0,2,67.093408,0.00019,-0.00019,0,0.316,,,0,,,,,,,,,,,,,,0.29,0.052,-0.052,0,,,,,1,1,0,1,19h42m14.26s,295.559419,+40d14m10.6s,40.236271,528.99,4.32,-4.32,0,528.99,4.32,-4.32,0,13.595,,0,Kepler-band,13.597,,0,5644,117,-117,0,,,,,0.97,0.17,-0.17,0,5/14/2014,Kepler
Kepler-200 b,2215,5.18 Earths,13.952,2014,https://exoplanets.nasa.gov/exoplanet-catalog/641/kepler-200-b/,Neptune-like,2014,5.18 Earths,2.13 x Earth,0.08 AU,8.6 days,0,Kepler-20,b,kepler-20 b,Transit,0,6,3.69611525,0.00000115,-0.00000087,0,0.0463,0.0009,-0.0015,0,0.03,0.09,-0.03,0,87.355,0.215,-1.594,0,0.03052,0.00444,-0.00453,0,Mass,0.167,0.006,-0.003,0,8.2,1.5,-1.3,0,0,1,0,2,19h10m47.52s,287.698004,+42d20m19.4s,42.338726,284.88,1.78,-1.78,0,284.88,1.78,-1.78,0,12.51,,0,V (Johnson),12.453,,0,5495,50,-50,0,0.95,0.05,-0.05,0,0.96,0.02,-0.02,0,3/30/2017,Kepler
Kepler-200 c,2215,3.15 Earths,13.952,2014,https://exoplanets.nasa.gov/exoplanet-catalog/1151/kepler-200-c/,Super Earth,2014,3.15 Earths,1.59 x Earth,0.09 AU,10.2 days,0,Kepler-20,c,kepler-20 c,Transit,0,6,10.85409089,0.00000303,-0.0000026,0,0.0949,0.0027,-0.0023,0,0.16,0.01,-0.09,0,89.815,0.036,-0.632,0,0.04012,0.00683,-0.00705,0,Mass,0.272,0.006,-0.005,0,2.5,0.5,-0.5,0,0,1,0,2,19h10m47.52s,287.698004,+42d20m19.4s,42.338726,284.88,1.78,-1.78,0,284.88,1.78,-1.78,0,12.51,,0,V (Johnson),12.453,,0,5495,50,-50,0,0.95,0.05,-0.05,0,0.96,0.02,-0.02,0,3/30/2017,Kepler
Kepler-201 b,2114,6.62 Earths,12.92,2014,https://exoplanets.nasa.gov/exoplanet-catalog/1152/kepler-201-b/,Neptune-like,2014,6.62 Earths,0.219 x Jupiter,0.175 AU,25.7 days,0,Kepler-20,d,kepler-20 d,Transit,0,6,77.61130017,0.00012305,-0.00011588,0,0.3506,0.0081,-0.0101,0,,,,,89.708,0.165,-0.053,0,0.03168,0.01249,-0.01164,0,Mass,0.245,0.007,-0.005,0,2.7,1.1,-1,0,0,1,0,2,19h10m47.52s,287.698004,+42d20m19.4s,42.338726,284.88,1.78,-1.78,0,284.88,1.78,-1.78,0,12.51,,0,V (Johnson),12.453,,0,5495,50,-50,0,0.95,0.05,-0.05,0,0.96,0.02,-0.02,0,3/30/2017,Kepler
Kepler-201 c,2114,8.5 Earths,12.92,2014,https://exoplanets.nasa.gov/exoplanet-catalog/1153/kepler-201-c/,Neptune-like,2014,8.5 Earths,0.254 x Jupiter,0.573 AU,151.9 days,0,Kepler-20,e,kepler-20 e,Transit,0,6,6.09852281,0.00000608,-0.00001351,0,0.0639,0.0019,-0.0014,0,,,,,87.632,1.085,-0.128,0,,,,,,0.077,0.002,-0.002,0,,,,,0,1,0,1,19h10m47.52s,287.698004,+42d20m19.4s,42.338726,284.88,1.78,-1.78,0,284.88,1.78,-1.78,0,12.51,,0,V (Johnson),12.453,,0,5495,50,-50,0,0.95,0.05,-0.05,0,0.96,0.02,-0.02,0,3/30/2017,Kepler
Kepler-202 b,938,3.29 Earths,13.843,2014,https://exoplanets.nasa.gov/exoplanet-catalog/642/kepler-202-b/,Super Earth,2014,3.29 Earths,1.63 x Earth,0.045 AU,4.1 days,0,Kepler-20,f,kepler-20 f,Transit,0,6,19.57758478,0.00009037,-0.00012256,0,0.1396,0.0036,-0.0035,0,,,,,88.788,0.426,-0.072,0,,,,,,0.089,0.004,-0.008,0,,,,,0,1,0,1,19h10m47.52s,287.698004,+42d20m19.4s,42.338726,284.88,1.78,-1.78,0,284.88,1.78,-1.78,0,12.51,,0,V (Johnson),12.453,,0,5495,50,-50,0,0.95,0.05,-0.05,0,0.96,0.02,-0.02,0,3/30/2017,Kepler
Kepler-202 c,938,4.08 Earths,13.843,2014,https://exoplanets.nasa.gov/exoplanet-catalog/456/kepler-202-c/,Super Earth,2014,4.08 Earths,1.85 x Earth,0.113 AU,16.3 days,0,Kepler-20,g,kepler-20 g,Radial Velocity,0,6,34.94,0.038,-0.035,0,0.2055,0.0022,-0.0021,0,0.15,0.01,-0.1,0,,,,,0.0628,0.00969,-0.01136,0,Msini,,,,,,,,,0,1,0,1,19h10m47.52s,287.698004,+42d20m19.4s,42.338726,284.88,1.78,-1.78,0,284.88,1.78,-1.78,0,12.51,,0,V (Johnson),12.453,,0,5495,50,-50,0,0.95,0.05,-0.05,0,0.96,0.02,-0.02,0,3/30/2017,Multiple Observatories
Kepler-203 b,2341,7.13 Earths,13.942,2014,https://exoplanets.nasa.gov/exoplanet-catalog/1154/kepler-203-b/,Neptune-like,2014,7.13 Earths,0.229 x Jupiter,0.043 AU,3.2 days,0,Kepler-200,b,kepler-200 b,Transit,0,2,8.594805,0.000036,-0.000036,0,0.08,,,0,,,,,,,,,,,,,,0.19,0.037,-0.037,0,,,,,0,1,0,1,18h57m38.38s,284.40992,+41d14m14.9s,41.237465,678.93,7.37,-7.37,0,678.93,7.37,-7.37,0,13.984,,0,Kepler-band,13.952,,0,5678,100,-100,0,,,,,0.94,0.16,-0.16,0,5/14/2014,Kepler
Kepler-203 c,2341,2.36 Jupiters,13.942,2014,https://exoplanets.nasa.gov/exoplanet-catalog/1155/kepler-203-c/,Super Earth,2014,2.36 Jupiters,0.22 x Jupiter,0.061 AU,5.4 days,0,Kepler-200,c,kepler-200 c,Transit,0,2,10.222157,0.000053,-0.000053,0,0.09,,,0,,,,,,,,,,,,,,0.142,0.026,-0.026,0,,,,,0,1,0,1,18h57m38.38s,284.40992,+41d14m14.9s,41.237465,678.93,7.37,-7.37,0,678.93,7.37,-7.37,0,13.984,,0,Kepler-band,13.952,,0,5678,100,-100,0,,,,,0.94,0.16,-0.16,0,5/14/2014,Kepler
Kepler-203 d,2341,33.9 Earths,13.942,2014,https://exoplanets.nasa.gov/exoplanet-catalog/1156/kepler-203-d/,Super Earth,2014,33.9 Earths,1.44 x Earth,0.1 AU,11.3 days,0,Kepler-201,b,kepler-201 b,Transit,0,2,25.672083,0.000075,-0.000075,0,0.175,,,0,,,,,,,,,,,,,,0.219,0.043,-0.043,0,,,,,0,1,0,1,19h34m30.25s,293.62604,+41d16m22.2s,41.272827,648.18,9.91,-9.91,0,648.18,9.91,-9.91,0,13.004,,0,Kepler-band,12.92,,0,6065,117,-117,0,,,,,1.23,0.24,-0.24,0,5/14/2014,Kepler
Kepler-204 b,2285,6.94 Earths,13.874,2014,https://exoplanets.nasa.gov/exoplanet-catalog/643/kepler-204-b/,Neptune-like,2014,6.94 Earths,0.226 x Jupiter,0.117 AU,14.4 days,0,Kepler-201,c,kepler-201 c,Transit,0,2,151.884058,0.002014,-0.002014,0,0.573,,,0,,,,,,,,,,,,,,0.254,0.054,-0.054,0,,,,,1,1,0,1,19h34m30.25s,293.62604,+41d16m22.2s,41.272827,648.18,9.91,-9.91,0,648.18,9.91,-9.91,0,13.004,,0,Kepler-band,12.92,,0,6065,117,-117,0,,,,,1.23,0.24,-0.24,0,5/14/2014,Kepler
Kepler-204 c,2285,3.86 Earths,13.874,2014,https://exoplanets.nasa.gov/exoplanet-catalog/1157/kepler-204-c/,Super Earth,2014,3.86 Earths,1.79 x Earth,0.173 AU,25.7 days,0,Kepler-202,b,kepler-202 b,Transit,0,2,4.069427,0.000007,-0.000007,0,0.045,,,0,,,,,,,,,,,,,,0.145,0.009,-0.009,0,,,,,0,1,0,1,18h51m53.62s,282.973419,+41d19m19.2s,41.322006,287.48,1.12,-1.12,0,287.48,1.12,-1.12,0,13.872,,0,Kepler-band,13.843,,0,4668,100,-100,0,,,,,0.67,0.03,-0.03,0,5/14/2014,Kepler
Kepler-205 b,523,2.89 Earths,13.495,2014,https://exoplanets.nasa.gov/exoplanet-catalog/1158/kepler-205-b/,Super Earth,2014,2.89 Earths,1.51 x Earth,0.032 AU,2.8 days,0,Kepler-202,c,kepler-202 c,Transit,0,2,16.282493,0.000038,-0.000038,0,0.113,,,0,,,,,,,,,,,,,,0.165,0.009,-0.009,0,,,,,0,1,0,1,18h51m53.62s,282.973419,+41d19m19.2s,41.322006,287.48,1.12,-1.12,0,287.48,1.12,-1.12,0,13.872,,0,Kepler-band,13.843,,0,4668,100,-100,0,,,,,0.67,0.03,-0.03,0,5/14/2014,Kepler
Kepler-205 c,523,3.33 Earths,13.495,2014,https://exoplanets.nasa.gov/exoplanet-catalog/1159/kepler-205-c/,Super Earth,2014,3.33 Earths,1.64 x Earth,0.122 AU,20.3 days,0,Kepler-203,b,kepler-203 b,Transit,0,3,3.162697,0.000004,-0.000004,0,0.043,,,0,,,,,,,,,,,,,,0.229,0.046,-0.046,0,,,,,0,1,0,1,19h48m21.59s,297.089977,+41d23m16.9s,41.388039,717.73,9.83,-9.83,0,717.73,9.83,-9.83,0,13.989,,0,Kepler-band,13.942,,0,5821,100,-100,0,,,,,1.11,0.21,-0.21,0,5/14/2014,Kepler
Kepler-206 b,1973,1.87 Earths,13.461,2014,https://exoplanets.nasa.gov/exoplanet-catalog/4474/kepler-206-b/,Super Earth,2014,1.87 Earths,1.2 x Earth,0.078 AU,7.8 days,0,Kepler-203,c,kepler-203 c,Transit,0,3,5.370647,0.000008,-0.000008,0,0.061,,,0,,,,,,,,,,,,,,0.22,0.042,-0.042,0,,,,,0,1,0,1,19h48m21.59s,297.089977,+41d23m16.9s,41.388039,717.73,9.83,-9.83,0,717.73,9.83,-9.83,0,13.989,,0,Kepler-band,13.942,,0,5821,100,-100,0,,,,,1.11,0.21,-0.21,0,5/14/2014,Kepler
Kepler-206 c,1973,3.78 Earths,13.461,2014,https://exoplanets.nasa.gov/exoplanet-catalog/1160/kepler-206-c/,Super Earth,2014,3.78 Earths,1.77 x Earth,0.111 AU,13.1 days,0,Kepler-203,d,kepler-203 d,Transit,0,3,11.32972,0.00008,-0.00008,0,0.1,,,0,,,,,,,,,,,,,,0.128,0.025,-0.025,0,,,,,0,1,0,1,19h48m21.59s,297.089977,+41d23m16.9s,41.388039,717.73,9.83,-9.83,0,717.73,9.83,-9.83,0,13.989,,0,Kepler-band,13.942,,0,5821,100,-100,0,,,,,1.11,0.21,-0.21,0,5/14/2014,Kepler
Kepler-206 d,1973,1.81 Earths,13.461,2014,https://exoplanets.nasa.gov/exoplanet-catalog/1161/kepler-206-d/,Super Earth,2014,1.81 Earths,1.19 x Earth,0.163 AU,23.4 days,0,Kepler-204,b,kepler-204 b,Transit,0,2,14.400974,0.000056,-0.000056,0,0.117,,,0,,,,,,,,,,,,,,0.226,0.048,-0.048,0,,,,,0,1,0,1,19h01m23.32s,285.347187,+41d45m42.9s,41.761925,700.59,7.3,-7.3,0,700.59,7.3,-7.3,0,13.909,,0,Kepler-band,13.874,,0,5812,100,-100,0,,,,,1.24,0.26,-0.26,0,5/14/2014,Kepler
Kepler-207 b,2930,3.09 Earths,13.167,2014,https://exoplanets.nasa.gov/exoplanet-catalog/1162/kepler-207-b/,Super Earth,2014,3.09 Earths,1.57 x Earth,0.029 AU,1.6 days,0,Kepler-204,c,kepler-204 c,Transit,0,2,25.660593,0.000288,-0.000288,0,0.173,,,0,,,,,,,,,,,,,,0.16,0.035,-0.035,0,,,,,0,1,0,1,19h01m23.32s,285.347187,+41d45m42.9s,41.761925,700.59,7.3,-7.3,0,700.59,7.3,-7.3,0,13.909,,0,Kepler-band,13.874,,0,5812,100,-100,0,,,,,1.24,0.26,-0.26,0,5/14/2014,Kepler
Kepler-207 c,2930,2.86 Earths,13.167,2014,https://exoplanets.nasa.gov/exoplanet-catalog/4475/kepler-207-c/,Super Earth,2014,2.86 Earths,1.5 x Earth,0.044 AU,3.1 days,0,Kepler-205,b,kepler-205 b,Transit,0,2,2.75564,0.000002,-0.000002,0,0.032,,,0,,,,,,,,,,,,,,0.135,0.012,-0.012,0,,,,,0,1,0,1,19h01m08.91s,285.287111,+41d51m40.2s,41.861172,160.46,0.35,-0.35,0,160.46,0.35,-0.35,0,13.506,,0,Kepler-band,13.495,,0,4321,100,-100,0,,,,,0.55,0.02,-0.02,0,5/14/2014,Kepler
Kepler-207 d,2930,11 Earths,13.167,2014,https://exoplanets.nasa.gov/exoplanet-catalog/1163/kepler-207-d/,Neptune-like,2014,11 Earths,0.295 x Jupiter,0.068 AU,5.9 days,0,Kepler-205,c,kepler-205 c,Transit,0,2,20.306546,0.000038,-0.000038,0,0.122,,,0,,,,,,,,,,,,,,0.146,0.011,-0.011,0,,,,,0,1,0,1,19h01m08.91s,285.287111,+41d51m40.2s,41.861172,160.46,0.35,-0.35,0,160.46,0.35,-0.35,0,13.506,,0,Kepler-band,13.495,,0,4321,100,-100,0,,,,,0.55,0.02,-0.02,0,5/14/2014,Kepler
Kepler-208 b,2587,3.29 Earths,13.538,2014,https://exoplanets.nasa.gov/exoplanet-catalog/1164/kepler-208-b/,Super Earth,2014,3.29 Earths,1.63 x Earth,0.054 AU,4.2 days,0,Kepler-206,b,kepler-206 b,Transit,0,3,7.781987,0.000058,-0.000058,0,0.078,,,0,,,,,,,,,,,,,,0.107,0.021,-0.021,0,,,,,0,1,0,1,19h26m32.32s,291.634678,+41d50m01.9s,41.833866,604.81,5.05,-5.05,0,604.81,5.05,-5.05,0,13.484,,0,Kepler-band,13.461,,0,5764,100,-100,0,,,,,1.19,0.23,-0.23,0,5/14/2014,Kepler
Kepler-208 c,2587,2.51 Earths,13.538,2014,https://exoplanets.nasa.gov/exoplanet-catalog/1165/kepler-208-c/,Super Earth,2014,2.51 Earths,1.39 x Earth,0.079 AU,7.5 days,0,Kepler-206,c,kepler-206 c,Transit,0,3,13.137471,0.000065,-0.000065,0,0.111,,,0,,,,,,,,,,,,,,0.158,0.03,-0.03,0,,,,,0,1,0,1,19h26m32.32s,291.634678,+41d50m01.9s,41.833866,604.81,5.05,-5.05,0,604.81,5.05,-5.05,0,13.484,,0,Kepler-band,13.461,,0,5764,100,-100,0,,,,,1.19,0.23,-0.23,0,5/14/2014,Kepler
Kepler-208 d,2587,1.87 Earths,13.538,2014,https://exoplanets.nasa.gov/exoplanet-catalog/4476/kepler-208-d/,Super Earth,2014,1.87 Earths,1.2 x Earth,0.103 AU,11.1 days,0,Kepler-206,d,kepler-206 d,Transit,0,3,23.44281,0.000453,-0.000453,0,0.163,,,0,,,,,,,,,,,,,,0.106,0.021,-0.021,0,,,,,0,1,0,1,19h26m32.32s,291.634678,+41d50m01.9s,41.833866,604.81,5.05,-5.05,0,604.81,5.05,-5.05,0,13.484,,0,Kepler-band,13.461,,0,5764,100,-100,0,,,,,1.19,0.23,-0.23,0,5/14/2014,Kepler
Kepler-208 e,2587,2.79 Earths,13.538,2014,https://exoplanets.nasa.gov/exoplanet-catalog/1166/kepler-208-e/,Super Earth,2014,2.79 Earths,1.48 x Earth,0.132 AU,16.3 days,0,Kepler-207,b,kepler-207 b,Transit,0,3,1.611865,0.000006,-0.000006,0,0.029,,,0,,,,,,,,,,,,,,0.14,0.027,-0.027,0,,,,,0,1,0,1,19h20m07.32s,290.030517,+42d09m57.8s,42.16605,898.2,10.22,-10.22,0,898.2,10.22,-10.22,0,13.182,,0,Kepler-band,13.167,,0,5920,116,-116,0,,,,,1.59,0.3,-0.3,0,5/14/2014,Kepler
Kepler-209 b,1914,5.73 Earths,13.952,2014,https://exoplanets.nasa.gov/exoplanet-catalog/1167/kepler-209-b/,Neptune-like,2014,5.73 Earths,0.202 x Jupiter,0.122 AU,16.1 days,0,Kepler-207,c,kepler-207 c,Transit,0,3,3.071571,0.000016,-0.000016,0,0.044,,,0,,,,,,,,,,,,,,0.134,0.026,-0.026,0,,,,,0,1,0,1,19h20m07.32s,290.030517,+42d09m57.8s,42.16605,898.2,10.22,-10.22,0,898.2,10.22,-10.22,0,13.182,,0,Kepler-band,13.167,,0,5920,116,-116,0,,,,,1.59,0.3,-0.3,0,5/14/2014,Kepler
Kepler-209 c,1914,9.8 Earths,13.952,2014,https://exoplanets.nasa.gov/exoplanet-catalog/1245/kepler-209-c/,Neptune-like,2014,9.8 Earths,0.277 x Jupiter,0.231 AU,41.7 days,0,Kepler-207,d,kepler-207 d,Transit,0,3,5.868075,0.000009,-0.000009,0,0.068,,,0,,,,,,,,,,,,,,0.295,0.056,-0.056,0,,,,,0,1,0,1,19h20m07.32s,290.030517,+42d09m57.8s,42.16605,898.2,10.22,-10.22,0,898.2,10.22,-10.22,0,13.182,,0,Kepler-band,13.167,,0,5920,116,-116,0,,,,,1.59,0.3,-0.3,0,5/14/2014,Kepler
Kepler-20 b,929,9.7 Earths,12.51,2011,https://exoplanets.nasa.gov/exoplanet-catalog/1594/kepler-20-b/,Super Earth,2011,9.7 Earths,1.868 x Earth,0.0463 AU,3.7 days,0.03,Kepler-208,b,kepler-208 b,Transit,0,4,4.22864,0.000018,-0.000018,0,0.054,,,0,,,,,,,,,,,,,,0.145,0.027,-0.027,0,,,,,0,1,0,1,19h35m33.65s,293.890206,+42d31m40.8s,42.528008,793.01,9.2,-9.2,0,793.01,9.2,-9.2,0,13.749,,0,Kepler-band,13.538,,0,6092,100,-100,0,,,,,1.31,0.24,-0.24,0,5/14/2014,Kepler
Kepler-20 c,929,12.75 Earths,12.51,2011,https://exoplanets.nasa.gov/exoplanet-catalog/1595/kepler-20-c/,Neptune-like,2011,12.75 Earths,0.272 x Jupiter,0.0949 AU,10.9 days,0.16,Kepler-208,c,kepler-208 c,Transit,0,4,7.466623,0.000067,-0.000067,0,0.079,,,0,,,,,,,,,,,,,,0.124,0.023,-0.023,0,,,,,0,1,0,1,19h35m33.65s,293.890206,+42d31m40.8s,42.528008,793.01,9.2,-9.2,0,793.01,9.2,-9.2,0,13.749,,0,Kepler-band,13.538,,0,6092,100,-100,0,,,,,1.31,0.24,-0.24,0,5/14/2014,Kepler
Kepler-20 d,929,10.07 Earths,12.51,2011,https://exoplanets.nasa.gov/exoplanet-catalog/1596/kepler-20-d/,Neptune-like,2011,10.07 Earths,0.245 x Jupiter,0.3506 AU,77.6 days,< 0.6,Kepler-208,d,kepler-208 d,Transit,0,4,11.131786,0.000131,-0.000131,0,0.103,,,0,,,,,,,,,,,,,,0.107,0.021,-0.021,0,,,,,0,1,0,1,19h35m33.65s,293.890206,+42d31m40.8s,42.528008,793.01,9.2,-9.2,0,793.01,9.2,-9.2,0,13.749,,0,Kepler-band,13.538,,0,6092,100,-100,0,,,,,1.31,0.24,-0.24,0,5/14/2014,Kepler
Kepler-20 e,929,3.08 Earths,12.51,2011,https://exoplanets.nasa.gov/exoplanet-catalog/640/kepler-20-e/,Terrestrial,2011,3.08 Earths,0.865 x Earth,0.0639 AU,6.1 days,< 0.28,Kepler-208,e,kepler-208 e,Transit,0,4,16.259458,0.000176,-0.000176,0,0.132,,,0,,,,,,,,,,,,,,0.132,0.025,-0.025,0,,,,,0,1,0,1,19h35m33.65s,293.890206,+42d31m40.8s,42.528008,793.01,9.2,-9.2,0,793.01,9.2,-9.2,0,13.749,,0,Kepler-band,13.538,,0,6092,100,-100,0,,,,,1.31,0.24,-0.24,0,5/14/2014,Kepler
Kepler-20 f,929,14.3 Earths,12.51,2011,https://exoplanets.nasa.gov/exoplanet-catalog/1597/kepler-20-f/,Super Earth,2011,14.3 Earths,1.003 x Earth,0.1396 AU,19.6 days,< 0.32,Kepler-209,b,kepler-209 b,Transit,0,2,16.087845,0.000041,-0.000041,0,0.122,,,0,,,,,,,,,,,,,,0.202,0.03,-0.03,0,,,,,0,1,0,1,19h24m40.69s,291.169537,+42d38m26.9s,42.640812,586.68,5.7,-5.7,0,586.68,5.7,-5.7,0,13.998,,0,Kepler-band,13.952,,0,5513,100,-100,0,,,,,0.94,0.14,-0.14,0,5/14/2014,Kepler
Kepler-20 g,929,19.96 Earths,12.51,2016,https://exoplanets.nasa.gov/exoplanet-catalog/3472/kepler-20-g/,Neptune-like,2016,19.96 Earths,0.42 x Jupiter,0.2055 AU,34.9 days,0.15,Kepler-209,c,kepler-209 c,Transit,0,2,41.749882,0.000106,-0.000106,0,0.231,,,0,,,,,,,,,,,,,,0.277,0.045,-0.045,0,,,,,1,1,0,1,19h24m40.69s,291.169537,+42d38m26.9s,42.640812,586.68,5.7,-5.7,0,586.68,5.7,-5.7,0,13.998,,0,Kepler-band,13.952,,0,5513,100,-100,0,,,,,0.94,0.14,-0.14,0,5/14/2014,Kepler
Kepler-210 b,764,8.96 Earths,13.804,2014,https://exoplanets.nasa.gov/exoplanet-catalog/1246/kepler-210-b/,Neptune-like,2014,8.96 Earths,0.262 x Jupiter,0.032 AU,2.5 days,0,Kepler-21,b,kepler-21 b,Transit,0,1,2.78578,0.00003,-0.00003,0,0.042717,0,0,0,0.02,0.1,-0.1,0,83.2,0.28,-0.26,0,0.01598,0.00541,-0.00541,0,Mass,0.146,0.002,-0.001,0,6.4,2.1,-2.1,0,0,1,0,2,19h09m26.84s,287.361816,+38d42m50.5s,38.714016,108.86,0.38,-0.38,0,108.86,0.38,-0.38,0,8.25,0.012,0,V (Johnson),8.128,,0,6305,50,-50,0,1.41,0.02,-0.03,0,1.9,0.02,-0.01,0,10/6/2016,Kepler
Kepler-210 c,764,12.8 Earths,13.804,2014,https://exoplanets.nasa.gov/exoplanet-catalog/4477/kepler-210-c/,Neptune-like,2014,12.8 Earths,0.323 x Jupiter,0.07 AU,8 days,0,Kepler-210,b,kepler-210 b,Transit,0,2,2.453234,0.000001,-0.000001,0,0.032,,,0,,,,,,,,,,,,,,0.262,0.019,-0.019,0,,,,,0,1,0,1,19h30m00.81s,292.503389,+43d04m59.3s,43.083149,234.33,0.83,-0.83,0,234.33,0.83,-0.83,0,13.822,,0,Kepler-band,13.804,,0,4559,100,-100,0,,,,,0.65,0.03,-0.03,0,5/14/2014,Kepler
Kepler-211 b,1018,2.13 Earths,13.273,2014,https://exoplanets.nasa.gov/exoplanet-catalog/1247/kepler-211-b/,Super Earth,2014,2.13 Earths,1.26 x Earth,0.048 AU,4.1 days,0,Kepler-210,c,kepler-210 c,Transit,0,2,7.972513,0.000003,-0.000003,0,0.07,,,0,,,,,,,,,,,,,,0.323,0.017,-0.017,0,,,,,1,1,0,1,19h30m00.81s,292.503389,+43d04m59.3s,43.083149,234.33,0.83,-0.83,0,234.33,0.83,-0.83,0,13.822,,0,Kepler-band,13.804,,0,4559,100,-100,0,,,,,0.65,0.03,-0.03,0,5/14/2014,Kepler
Kepler-211 c,1018,18.3 Earths,13.273,2014,https://exoplanets.nasa.gov/exoplanet-catalog/1248/kepler-211-c/,Super Earth,2014,18.3 Earths,1.29 x Earth,0.062 AU,6 days,0,Kepler-211,b,kepler-211 b,Transit,0,2,4.138575,0.00001,-0.00001,0,0.048,,,0,,,,,,,,,,,,,,0.112,0.008,-0.008,0,,,,,0,1,0,1,19h01m45.40s,285.439151,+43d10m06.5s,43.168484,312.14,1.76,-1.76,0,312.14,1.76,-1.76,0,13.283,,0,Kepler-band,13.273,,0,5123,100,-100,0,,,,,0.82,0.05,-0.05,0,5/14/2014,Kepler
